,Unnamed: 0,SN,band,jd,absmag,mag,error,survey,normmag,trel
0,146,PS1-11bbq,g,55889.6,-3.6,23.99,,PS1,1.4599999999999973,-6.0
1,147,PS1-11bbq,g,55892.5,-1.9,23.4,,PS1,0.8699999999999974,-3.099999999998545
2,148,PS1-11bbq,g,55895.6,0.0,22.53,0.09,PS1,0.0,0.0
3,149,PS1-11bbq,g,55911.6,9.7,23.1,,PS1,0.5700000000000003,16.0
4,150,PS1-11bbq,g,55947.4,31.5,23.87,,PS1,1.3399999999999999,51.80000000000291
5,151,PS1-11bbq,g,55952.6,34.6,24.09,,PS1,1.5599999999999987,57.0
6,152,PS1-11bbq,g,55955.3,36.3,23.57,,PS1,1.0399999999999991,59.700000000004366
7,153,PS1-11bbq,r,55888.5,-4.3,23.8,,PS1,1.2800000000000011,-10.5
8,154,PS1-11bbq,r,55892.5,-1.9,22.98,0.17,PS1,0.46000000000000085,-6.5
9,155,PS1-11bbq,r,55895.6,0.0,22.73,0.09,PS1,0.21000000000000085,-3.400000000001455
10,156,PS1-11bbq,r,55899.0,1.8,22.52,0.03,GMOS,0.0,0.0
11,157,PS1-11bbq,r,55911.6,9.7,23.5,,PS1,0.9800000000000004,12.599999999998545
12,158,PS1-11bbq,r,55947.4,31.5,23.92,,PS1,1.4000000000000021,48.400000000001455
13,159,PS1-11bbq,r,55948.4,32.1,23.55,,PS1,1.0300000000000011,49.400000000001455
14,160,PS1-11bbq,r,55952.6,34.6,24.09,,PS1,1.5700000000000003,53.599999999998545
15,161,PS1-11bbq,r,55955.3,36.3,24.23,,PS1,1.7100000000000009,56.30000000000291
16,162,PS1-11bbq,i,55879.6,-9.7,23.89,,PS1,1.6000000000000014,-35.80000000000291
17,163,PS1-11bbq,i,55885.6,-6.1,23.75,,PS1,1.4600000000000009,-29.80000000000291
18,164,PS1-11bbq,i,55888.5,-4.3,23.83,,PS1,1.5399999999999991,-26.900000000001455
19,165,PS1-11bbq,i,55893.6,-1.2,23.12,0.13,PS1,0.8300000000000018,-21.80000000000291
20,166,PS1-11bbq,i,55900.6,3.0,22.64,0.1,PS1,0.3500000000000014,-14.80000000000291
21,167,PS1-11bbq,i,55915.4,12.0,22.29,,PS1,0.0,0.0
22,168,PS1-11bbq,i,55939.5,26.7,23.31,,PS1,1.0199999999999996,24.099999999998545
23,169,PS1-11bbq,i,55942.4,28.4,23.21,,PS1,0.9200000000000017,27.0
24,170,PS1-11bbq,i,55945.6,30.4,24.28,,PS1,1.990000000000002,30.19999999999709
25,171,PS1-11bbq,i,55948.4,32.1,23.82,,PS1,1.5300000000000011,33.0
26,172,PS1-11bbq,i,55953.5,35.2,23.04,,PS1,0.75,38.099999999998545
27,173,PS1-11bbq,i,55956.3,36.9,23.4,,PS1,1.1099999999999994,40.900000000001455
28,174,PS1-11bbq,z,55878.6,-10.4,23.33,,PS1,0.9499999999999993,-5.0
29,175,PS1-11bbq,z,55883.6,-7.3,22.38,,PS1,0.0,0.0
30,176,PS1-11bbq,z,55889.6,-3.6,23.79,,PS1,1.4100000000000001,6.0
31,177,PS1-11bbq,z,55891.5,-2.5,23.41,,PS1,1.0300000000000011,7.900000000001455
32,178,PS1-11bbq,z,55894.5,-0.6,23.26,0.16,PS1,0.8800000000000026,10.900000000001455
33,179,PS1-11bbq,z,55897.6,1.2,22.61,0.19,PS1,0.23000000000000043,14.0
34,180,PS1-11bbq,z,55901.6,3.7,23.01,0.2,PS1,0.6300000000000026,18.0
35,181,PS1-11bbq,z,55913.5,10.9,22.98,,PS1,0.6000000000000014,29.900000000001455
36,182,PS1-11bbq,z,55929.4,20.5,23.41,,PS1,1.0300000000000011,45.80000000000291
37,183,PS1-11bbq,z,55931.6,21.8,23.54,,PS1,1.1600000000000001,48.0
38,184,PS1-11bbq,z,55940.5,27.3,23.29,,PS1,0.9100000000000001,56.900000000001455
39,185,PS1-11bbq,z,55946.6,31.0,23.04,,PS1,0.6600000000000001,63.0
40,186,PS1-11bbq,z,55951.6,34.0,23.3,,PS1,0.9200000000000017,68.0
41,187,PS1-11bbq,z,55957.4,37.5,23.96,,PS1,1.5800000000000018,73.80000000000291
